path	sha256	state	flow	reason-to-change	existing-owner/reuse	test	commit
packages/containerhub-back/src/modules/registry/services/RegistryService.ts	44abf6806234f0b0f034e427b2ed18e5ca334db58307b6b46d56b49b0630f12a	unchanged	Registry integration	Registry fetch/URL and catalog/tag/manifest mapping are cohesive adapter operations.	Existing owner retained	RegistryService.test.ts	-
packages/containerhub-back/src/modules/services/helpers/mapInspectToServiceModel.ts	f3de4fef7e87211ca83bdb387ea3085e3dfd1ff871cf9b6c7a2305c9c235e1fe	unchanged	Docker service reads	One DTO mapping boundary with local field helpers and redaction; splitting per field would add navigation.	Existing owner retained	ServiceInspectCompatibility.test.ts	-
packages/containerhub-back/src/modules/services/helpers/parseDockerImageReference.ts	01fa61139c43255e34b71143b172db22b5df84449b605fa1f3816b2ef0dd4d38	unchanged	Docker service reads	Single digest/tag/domain parser already extracted and reused by service mapper.	Existing owner retained	DockerImageReference.test.ts	-
packages/containerhub-back/src/modules/services/permissions/DockerPermissions.ts	d8a3907d01b10130c529a568d3afaa31d8e856c6a2ab11babc6406f51dbea344	unchanged	Docker authorization	Single permission-name catalog for routes and bootstrap roles.	Existing owner retained	ServiceHttpCompatibility.test.ts	-
packages/containerhub-back/src/modules/services/resolvers/Service.resolvers.ts	676780797bcb84fc4c12afd47dfc818fd82d6275ea29ff3fc65a7759253f67e0	unchanged	Docker service GraphQL	Small query/mutation permission wrappers call ServiceService and audit context directly.	Existing owner retained	ServiceHttpCompatibility.test.ts	-
packages/containerhub-back/src/modules/services/routes/ServiceRoutes.ts	44b547d6a03d7b6a131e83a5abcf44c6dd0ef6dc3bd00c46ea00080a1414f1c5	unchanged	Docker HTTP routes	Endpoints are grouped services/tasks/cluster/networks/provisioning and delegate to service owners; route order and permissions favor local visibility.	Existing owner retained	ServiceHttpCompatibility.test.ts;ServiceCreate.test.ts	-
packages/containerhub-back/src/modules/services/routes/TerminalRoutes.ts	627250860a1564f5a80ed5e120acfaa286e260a4712ee27ff734cc84267bd2fb	unchanged	Task terminal	Ticket/origin checks, buffered input, backpressure and teardown are security/timing-sensitive single socket lifecycle.	Existing owner retained	TerminalRoutes.test.ts	-
packages/containerhub-back/src/modules/services/routes/requirePermission.ts	8fb9f12748137a3cce0d9bda7f17c2cbfc9fc7187a4ad70e18ebb809ad1939e9	unchanged	Docker authorization	One existing RBAC prehandler shared by modules.	Existing owner retained	TerminalRoutes.test.ts	-
packages/containerhub-back/src/modules/services/services/AgentHealthClient.ts	b16f2c940b782787d25eacaac482bcbefc5087c34b337174642ab96ee59f3ce3	unchanged	Node agent HTTP	Config, request limits, DNS node validation and node operations stay together as agent HTTP client.	Existing owner retained	AgentHealthClient.test.ts	-
packages/containerhub-back/src/modules/services/services/AgentTerminalClient.ts	dbca941266fbe78840bdf103e89d57c51991dcef55a7804882f7d1b30c8d2d0c	unchanged	Task terminal	WebSocket readiness, stream I/O and resize limits are one remote-terminal transport state machine.	Existing owner retained	TaskTerminalRouting.test.ts	-
packages/containerhub-back/src/modules/services/services/ContainerStats.ts	5a52e474a99f939c76d538c3cedcc3cd975a7afd1906bd50c789f96aefd903e8	unchanged	Task statistics	Zod Docker stats validation and legacy/normalized shape mapping already have a focused owner.	Existing owner retained	ContainerStats.test.ts	-
packages/containerhub-back/src/modules/services/services/ServiceFilters.ts	8b782eeffa34c4ab5983d2d1f61850da273ae843c3c9026399d7c75bfeec3e6c	unchanged	Docker service reads	Parsing/filter/order evaluation already extracted from ServiceService into one owner.	Existing owner retained	ServiceFilters.test.ts;ServiceService.test.ts	-
packages/containerhub-back/src/modules/services/services/ServiceMutationAudit.ts	b202bb5cf991bb94804e634089e63c83e7e33b0cd74f9653469341827403643a	unchanged	Docker mutations	Mutation context and service/network audit persistence form one reusable side-effect boundary.	Existing owner retained	ServiceMutationAudit.test.ts	-
packages/containerhub-back/src/modules/services/services/ServiceService.ts	ea8d55b1fdbc0de8831f25875d8a1a7a5848be0b3a2e2e2381c65db61d956cf1	blocked	Docker services/cluster	Lines 83-267 service read/mutate; 268-558 tasks/terminal/logs; 559-714 cluster/network; 716-913 secure local/remote file provisioning. ServiceRoutes/TerminalRoutes/GraphQL/monitoring import exports; a domain-local provisioning owner behind unchanged exports might reduce unrelated navigation, only after preserving path/security and distributed error behavior. Decision: Provisioning is a domain boundary but secure local/remote path and distributed error behavior require direct behavioral coverage before moving.	See flow and test gate	DistributedProvisioning.test.ts;ServiceCreate.test.ts;TaskLogs.test.ts;GhostContainers.test.ts	-
packages/containerhub-back/src/modules/services/services/ServiceSpec.ts	a56db92a0faa97fa0eef35ff1ee0de8e6a974bbb282406dd8fae47629b3180fb	unchanged	Docker mutations	Input schemas and Docker-spec mapping already extracted; defaults and preservation of previous spec belong together.	Existing owner retained	ServiceCreate.test.ts;ServiceUpdate.test.ts	-
packages/containerhub-back/src/modules/services/services/TerminalSessionService.ts	755d56a30f53fdea55375c370341f7f673e1b19dfce1066b6d1878c82183c628	unchanged	Task terminal	Single-purpose hashed one-time ticket registry and expiry contract.	Existing owner retained	TerminalSessionService.test.ts	-
packages/containerhub-back/src/modules/settings/factory/SettingsFactory.ts	4fe417e6ef2043e2250f265b8650aada85877f2651c280c1c8fd0c179054f2da	unchanged	Settings persistence	Selects one Mongo/SQLite repository behind existing settings contract.	Existing owner retained	SqlitePersistence.test.ts	-
packages/containerhub-back/src/modules/settings/models/Settings.ts	3f9fb1f11b2ec6b639de7bd20ea3622c823eeb8edb5c48ab32bac5ac2560c8c6	unchanged	Settings persistence	Three settings defaults in one Mongo schema.	Existing owner retained	SettingsService.test.ts	-
packages/containerhub-back/src/modules/settings/repository/SettingsMongoRepository.ts	39c60fc1183c398b62380041c0ef164c8b354f45652d32ce8b21f123cd4af688	unchanged	Settings persistence	Mongo singleton fetch/create and update fields in one adapter.	Existing owner retained	SettingsService.test.ts	-
packages/containerhub-back/src/modules/settings/repository/SettingsSqliteRepository.ts	3625a6af1bfd7d21ff8c5377934c642fd4d23c3453cc2328a078b5bf9e43a16f	unchanged	Settings persistence	SQLite singleton defaults and update stay in one adapter.	Existing owner retained	SqlitePersistence.test.ts	-
packages/containerhub-back/src/modules/settings/routes/SettingsRoutes.ts	95338e0784003f9511a83b5018fc84da47ced89a40ab7c079df336b7dff2b37b	unchanged	Settings HTTP	Two permissioned handlers delegate to validated settings service.	Existing owner retained	SettingsService.test.ts	-
packages/containerhub-back/src/modules/settings/services/SettingsService.ts	ef37d179ea29000ddde39842199af8cd7a07bb37b93d7b053184d546f00199c6	unchanged	Settings HTTP	Update validation/conversion and repository delegation already form short boundary.	Existing owner retained	SettingsService.test.ts	-
packages/containerhub-back/src/monitoring.ts	214e9b3b0b47931d418feeb32c54fa4416a352539c867f8e8eed81214117eac1	unchanged	Monitoring bootstrap	Straight runtime initialization then collector-worker start.	Existing owner retained	MonitoringWorker.test.ts	-
packages/containerhub-back/src/servers/FrontendStatic.ts	a4daab786a38bf98c7bd1a2646ceb38db016ed9fa394771ce209cf341f26ac1d	unchanged	HTTP/static UI	Backend route exclusion, front-root containment and SPA fallback belong to one static-serving boundary.	Existing owner retained	FrontendStatic.test.ts	-
packages/containerhub-back/src/servers/YogaFastifyServer.ts	3708269e183d267e4b607b5211bb02decb518a17d1a0266a1fbc84d7e2ca74c2	unchanged	HTTP/GraphQL	Small Fastify/GraphQL bridge with request context and response propagation.	Existing owner retained	YogaFastifyServer.test.ts	-
packages/containerhub-back/src/setup/SetupContainerHub.ts	0365b56b561f5aab7e1deaf3e3349ee6bb0bce78c2273e906351ff376871af2d	blocked	Identity/bootstrap	Source line 22 and substring of line 68 are masked as userApiKey:*** by read_file/terminal output; exact permissions could not be reviewed. Rest of bootstrap flow read; no unchanged verdict for full file.	See flow and test gate	SetupContainerHub.test.ts;LegacyDockerRoles.test.ts	-
packages/containerhub-back/src/setup/VaultSecretLoader.ts	d433193b52a5e42ce8f4a02f7dffec881ad7c4df6b78354553007759ed319d50	unchanged	Identity/bootstrap	Vault validation and atomic secret assignment stay in one security boundary.	Existing owner retained	VaultSecretLoader.test.ts	-
packages/containerhub-front/src/App.vue	8501c69d5e91224258a3628ce91d3681532c9cf01d2efe6413fe2d5662585785	unchanged	shell/auth	Drawer, route icon, and app surface are local shell wiring; splitting would add hops.	Existing owner retained	—	-
packages/containerhub-front/src/components/AnimatedBackground.vue	62707395ca4bd55179545e81ee84370dafdfc0f7c0b7f3260256461840e444ec	unchanged	shell/auth	Theme color and decorative CSS belong to the animation component.	Existing owner retained	—	-
packages/containerhub-front/src/components/AutoCrudFilters.vue	2b1b308e1d10a4f42dd4262b9c0c346ad353cc82dfa8fac7b45406b6e57cbcf2	unchanged	crud plumbing	Wires standard and dynamic filters to one clear action; no independent workflow.	Existing owner retained	DynamicFilterFields.test.ts	-
packages/containerhub-front/src/components/DockerVersionSummary.vue	0da766ab45abb116cbfc3ac52f3fda5a171842fd1ac5dbd59405d4baa733d8c6	unchanged	shell/auth	Single version fetch and display are one small sidebar widget.	Existing owner retained	DockerVersionSummary.test.ts	-
packages/containerhub-front/src/components/HomeGallery.vue	5455428befd303a18c88798b87dde67697edb38e4dbedcfdc888b0416b281ed0	unchanged	shell/auth	Gallery delegates permission/menu rules to useMenu; template branches are its presentation.	Existing owner retained	—	-
packages/containerhub-front/src/components/RegistryImageDetails.vue	b0b564d33bd3b267f23e3c63e008e562783aace9eb94f3d8f58b2ecc9a8061eb	unchanged	registry/images	Tag selection, latest sorting, and request sequencing are local to one details card; splitting loses visible state ownership.	Existing owner retained	RegistryImagesPage.test.ts	-
packages/containerhub-front/src/components/logs/LogTerminal.vue	716a7aee537dd9533281bd1644ebc190e415655e7f1efff382e2dfa78e1baf4e	unchanged	logs	Xterm display lifecycle is already separate from socket owner.	Existing owner retained	—	-
packages/containerhub-front/src/cruds/GhostContainersCrud.ts	6cb5fce672082d6670729e9bd316322b1420993d7818e2ab3dd0f14bb937131c	unchanged	docker lists	Provider search/filter/sort/pagination and entity columns describe one ghost-container list; uses shared filters/export.	Existing owner retained	ClientProviderFilters.test.ts	-
packages/containerhub-front/src/cruds/GitLabProjectsCrud.ts	37db31bb7ca1ccf73ad5a498aa4a43b408f6b50f00f6ed5025c24db545b06de0	unchanged	gitlab	Paginate request and column metadata are one GitLab CRUD contract.	Existing owner retained	GitLabProjectsCrud.test.ts	-
packages/containerhub-front/src/cruds/MonitoringCrud.ts	3596301642c32a2654fd3d0757b061727ab425121bbd9517432f939c0ba61bbd	unchanged	monitoring	Provider requests and configuration fields are cohesive entity boundary; filtering helper exists.	Existing owner retained	MonitoringCrud.test.ts	-
packages/containerhub-front/src/cruds/MonitoringFilters.ts	100db1c2ac8209d75980d679892dc94428acd8e3d71876c4b30c977fc34d2c47	unchanged	monitoring	Existing single-purpose active-filter helper.	Existing owner retained	MonitoringCrud.test.ts	-
packages/containerhub-front/src/cruds/NetworksCrud.ts	d546d4765afe8056b419f197609fed91484bc60d1fb00c43fe6f046e95d527b6	unchanged	docker lists	Nested IPAM field resolver and sort keys must remain beside network provider; shared filter/export already used.	Existing owner retained	ClientProviderFilters.test.ts	-
packages/containerhub-front/src/cruds/NodesCrud.ts	b76c1b946a200ce6565a53fc87699d4d2132d209d116c5a1ec93214e56675b1b	unchanged	docker lists	List provider and node column metadata are one CRUD contract; shared filters/export already used.	Existing owner retained	ClientProviderFilters.test.ts	-
packages/containerhub-front/src/cruds/RegistryImagesCrud.ts	2e6f984df6bcbd43eaf391f1844afab3953f3859f3c98ef4f57bd7dad9e02e51	unchanged	registry/images	Registry list search/sort/export and metadata are cohesive provider configuration.	Existing owner retained	ClientProviderFilters.test.ts	-
packages/containerhub-front/src/cruds/ServiceCrud.ts	1d637beaabeb4f4fd43fcb76ec3ab65398fdaeee2b778defa9f34ab8c9683aa3	unchanged	services/tasks	Provider and filter metadata are one service CRUD boundary; buildServiceFilterOptions already isolated.	Existing owner retained	ServiceCrud.test.ts	-
packages/containerhub-front/src/cruds/ServiceFilterOptions.ts	2f94292b34e0258260fbe0616099ef62dbe06955fac55bc9d8ad3e17d334ff17	unchanged	services/tasks	Existing narrow filter-option helper.	Existing owner retained	ServiceCrud.test.ts	-
packages/containerhub-front/src/cruds/StacksCrud.ts	77914898f5171a10145f2b0c979c88848abbc8a31f4ff5bde75c70d3d33e907a	unchanged	docker lists	Stack counts repeat in paginate/fetchAll but no distinct responsibility warrants extraction in this readability pass.	Existing owner retained	ClientProviderFilters.test.ts	-
packages/containerhub-front/src/cruds/TaskMonitorizationCrud.ts	6619b831f0247b71a563f03d41408ca366ed2c582dc2c53244980027613e983a	unchanged	monitoring	Event pagination/filter serialization and column metadata are one list contract.	Existing owner retained	—	-
packages/containerhub-front/src/cruds/clientCsvExport.ts	b1d3fb737f0dea1058e367409a4a16cc6befe26e0c458c6392f7750c577e5303	unchanged	crud plumbing	Pagination, CSV escaping, and Blob creation are one export contract with existing helper.	Existing owner retained	clientCsvExport.test.ts	-
packages/containerhub-front/src/cruds/clientFieldFilters.ts	a1548adfc581e6a0780152085ea9df1b64232590247ae6c51b8d0bb0656134f6	unchanged	crud plumbing	Operator dispatch and nested lookup are cohesive filter semantics.	Existing owner retained	clientFieldFilters.test.ts	-
packages/containerhub-front/src/images/registryImageReference.ts	2f1933b32d90fc4baa95534c21a99894756c87f909897d91f4d92482cc1c7fa5	unchanged	registry/images	Existing shared image-reference parsing helper is a clear owner.	Existing owner retained	registryImageReference.test.ts	-
packages/containerhub-front/src/images/serviceImageUsage.ts	beec4256a2f2d195a8b479182953799347016d06ccf4f5a5341ef45ceb2c01af	unchanged	registry/images	Existing shared usage grouping and project matching; no further layer.	Existing owner retained	serviceImageUsage.test.ts	-
packages/containerhub-front/src/locales/index.ts	1b7fb101026d5ffddb3e1e4415c4911a275ffea6a45ab4953d99c47f6c6372bc	unchanged	localization	Merges known locale catalogs at app boundary.	Existing owner retained	—	-
packages/containerhub-front/src/locales/messages.ts	a9446d50a45207e639d77bebf0c5c2fe63e3e30f9d0441323cb54c62abb84fb7	unchanged	localization	Static paired translation dictionaries; length is not responsibility mixing.	Existing owner retained	—	-
packages/containerhub-front/src/locales/monitoring.ts	3e784a2fc5ce13ba856c32af0d9c036e14830b8197b335b63e03107824a0c7e2	unchanged	localization	Static monitoring translations separated already.	Existing owner retained	—	-
packages/containerhub-front/src/main.ts	3d6216e38d7316cbfc0d899e9fb41db3d68fb7f392fc7f2aaffc56f64ae1f51f	unchanged	shell/auth	Startup registration and client auth headers are explicit bootstrap order.	Existing owner retained	—	-
packages/containerhub-front/src/navigation.ts	3d2d9099846a121ad72067a34b4588a822ba110ac4881eac4482af9a602fc112	unchanged	shell/auth	Menu data and its small route-icon lookup are cohesive.	Existing owner retained	—	-
packages/containerhub-front/src/pages/ClusterInformationPage.vue	beec6ee9daaae4e999f0017ea4614863fd5089bf7110afb6fb3d1b008d57e2f4	unchanged	cluster	Summary, node request, and local auto-refresh are a single cluster page; visualizer/options already children.	Existing owner retained	—	-
packages/containerhub-front/src/pages/GhostContainersPage.vue	52d5bd989846d10df1b79cc1011d59de1e21adfa835d8f5cc74b29aa8b974d8e	unchanged	docker lists	Date and authorized node-link slots are presentation only.	Existing owner retained	—	-
packages/containerhub-front/src/pages/GitLabProjectsPage.vue	7a1b4a086075d5f92a629bb361a02bf7e358c5f63c2d36132accf38ae399a1ae	unchanged	gitlab	L51-125 expanded-row template mixes tags, deployments, and pipeline/job states; L155-225 keeps per-project tag/pipeline caches in list owner. Move only expanded details to a direct child, leave pagination in page and reuse projectServiceUsage. Decision: Expanded-row state persists across collapse; splitting it now would add many props and split one cache owner. Reassess with interactive characterization.	Existing owner retained	GitLabProjectsPage.test.ts is source-regex only; add expansion/tag/retry interaction test before/after	-
packages/containerhub-front/src/pages/HomePage.vue	f7f076931930560443b3c3f50e2635fc24718dc126805e3a3d188081d3759408	unchanged	shell/auth	Only filters home from menu before passing it to gallery.	Existing owner retained	—	-
packages/containerhub-front/src/pages/LoginPage.vue	1b687dd4cb5e3c11f4080155670653c4c7625d7d06cae78f3e069bab5a75b520	unchanged	shell/auth	Redirect check and themed login markup remain local to login.	Existing owner retained	LoginPage.test.ts	-
packages/containerhub-front/src/pages/MonitoringHistoryPage.vue	3f6eb3d488dcfc06cc8a6b554a41c5da7da0c2f635e2c30407948c504a88c401	unchanged	monitoring	History query, task filter and metric chart mapping stay together; existing sparklinePoints reused.	Existing owner retained	—	-
